"filename", "language", "C++", "CMake", "JSON", "HTML", "Dart", "Markdown", "YAML", "Swift", "XML", "Gradle", "Java Properties", "Kotlin", "comment", "blank", "total"
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\README.md", "Markdown", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 7, 17
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\analysis_options.yaml", "YAML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 22, 4, 29
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\app\build.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 5, 12, 68
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\app\src\debug\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 1, 8
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\app\src\main\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 9, 4, 48
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\app\src\main\kotlin\com\example\app_sw1final\MainActivity.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 7
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\app\src\main\res\drawable-v21\launch_background.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 7, 2, 13
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\app\src\main\res\drawable\launch_background.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 7, 2, 13
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\app\src\main\res\values-night\styles.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 1, 19
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\app\src\main\res\values\styles.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 1, 19
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\app\src\profile\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 1, 8
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\build.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 5, 31
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\gradle.properties", "Java Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\gradle\wrapper\gradle-wrapper.properties", "Java Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 1, 7
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\android\settings.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 6, 30
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 4, 13
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 1, 38
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 1, 27
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\ios\Runner\Runner-Bridging-Header.h", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\blocs.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\infoMarker\info_marker_bloc.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\infoMarker\info_marker_event.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 11, 47
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\infoMarker\info_marker_state.dart", "Dart", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 6, 9, 69
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\location\location_bloc.dart", "Dart", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 10, 50
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\location\location_event.dart", "Dart", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\location\location_state.dart", "Dart", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 2, 6, 30
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\map\helpers\imageNetwork_marker.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\map\map_bloc.dart", "Dart", 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 10, 13, 179
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\map\map_event.dart", "Dart", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\map\map_state.dart", "Dart", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 2, 10, 63
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\options-map\options_map_bloc.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\options-map\options_map_event.dart", "Dart", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\options-map\options_map_state.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 6, 9, 50
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\permissions\helpers.dart", "Dart", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 1, 9, 52
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\permissions\permissions_bloc.dart", "Dart", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 2, 12, 91
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\permissions\permissions_event.dart", "Dart", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\permissions\permissions_state.dart", "Dart", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 3, 8, 41
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\product\product_bloc.dart", "Dart", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\product\product_event.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\blocs\product\product_state.dart", "Dart", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 5, 28
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\config\constants\constantes.dart", "Dart", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 16, 5, 94
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\config\routes\app_routes.dart", "Dart", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\data\data-auxiliar.dart", "Dart", 0, 0, 0, 0, 560, 0, 0, 0, 0, 0, 0, 0, 122, 8, 690
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\data\data.dart", "Dart", 0, 0, 0, 0, 568, 0, 0, 0, 0, 0, 0, 0, 3, 13, 584
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\home\presentation\screen\home-screen.dart", "Dart", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 2, 9, 136
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\home\presentation\screen\welcome-screen.dart", "Dart", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 5, 5, 72
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\home\presentation\widget\body-hs.dart", "Dart", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 3, 6, 81
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\home\presentation\widget\header-hs.dart", "Dart", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\home\presentation\widget\showDialog.dart", "Dart", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 7, 125
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\home\presentation\widget\swiperPersonalized-hs.dart", "Dart", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 1, 8, 76
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\component\ButtonGeoNB.dart", "Dart", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\component\ButtonsDifApproaches.dart", "Dart", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 4, 7, 86
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\component\DetailsOfMall.dart", "Dart", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 7, 67
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\screen\infoWindow-screen.dart", "Dart", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 3, 3, 76
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\screen\map-loading-screen.dart", "Dart", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\screen\map-screen.dart", "Dart", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 6, 9, 119
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\widget\body-iw.dart", "Dart", 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 0, 0, 4, 9, 283
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\widget\bottom-navigation-ms.dart", "Dart", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 5, 71
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\widget\fotter-iw.dart", "Dart", 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 25, 10, 201
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\widget\geo-navifation-ms.dart", "Dart", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 2, 5, 100
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\widget\header-piw.dart", "Dart", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 4, 3, 75
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\widget\header-siw.dart", "Dart", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 1, 4, 63
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\widget\map-view.dart", "Dart", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 5, 8, 89
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\widget\search-ms.dart", "Dart", 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 9, 105
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\map\presentation\widget\typeMap-ms.dart", "Dart", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 1, 5, 86
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\product\presentation\screen\camera-screen.dart", "Dart", 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 3, 9, 213
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\product\presentation\screen\producto-screen.dart", "Dart", 0, 0, 0, 0, 336, 0, 0, 0, 0, 0, 0, 0, 1, 5, 342
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\features\search\presentation\screen\search-screen.dart", "Dart", 0, 0, 0, 0, 730, 0, 0, 0, 0, 0, 0, 0, 10, 6, 746
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\helpers\camera-gallery-service-impl.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\helpers\camera-gallery-service.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\helpers\cantidadTexto.dart", "Dart", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\helpers\marker_personalite.dart", "Dart", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 2, 10, 53
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\helpers\markersCustom.dart", "Dart", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 13, 17, 217
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\helpers\showAdaptiveDialog.dart", "Dart", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\helpers\widget_to_market.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\main.dart", "Dart", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 6, 81
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\shared\buttonPIconText.dart", "Dart", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 1, 6, 46
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\shared\buttonPText.dart", "Dart", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 1, 4, 54
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\shared\container-IconText.dart", "Dart", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 9, 5, 83
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\shared\show_message.dart", "Dart", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 1, 5, 56
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\lib\theme\map.dart", "Dart", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 30, 2, 120
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\linux\flutter\generated_plugin_registrant.cc", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 20
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\linux\flutter\generated_plugins.cmake", "CMake", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\linux\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\linux\my_application.cc", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\linux\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 4, 21
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 4, 13
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 1, 344
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 16
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 50, 6, 97
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\test\widget_test.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\web\index.html", "HTML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 60
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\web\manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\flutter\generated_plugin_registrant.cc", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 27
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\flutter\generated_plugins.cmake", "CMake", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\runner\flutter_window.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\Alejandro\Desktop\Semestre 1-2024\SW1\Proyecto Final\app_sw1\app_sw1final\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 554, 43, 248, 38, 5721, 13, 44, 60, 471, 101, 8, 4, 594, 698, 8597